LSOA21CD,Scenario,Parameter,Unit,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
E01000080,ICE Ban,PHEV vans,Number,0,0,0,0,0,0,0,0,1,1,2,2,3,3,3,3,2,2,2,2,2,1,1,1,1,1,0,0,0
E01000081,ICE Ban,PHEV vans,Number,0,0,0,0,0,0,0,0,1,2,2,3,3,3,3,3,3,3,2,2,2,2,1,1,1,1,0,0,0
E01000082,ICE Ban,PHEV vans,Number,0,0,0,0,0,0,0,0,1,1,2,2,3,3,3,4,2,2,2,2,2,1,1,1,1,0,0,0,0
E01000083,ICE Ban,PHEV vans,Number,0,0,0,0,0,0,0,0,1,2,2,3,3,3,3,3,3,2,2,2,2,1,1,1,1,1,0,0,0
E01000084,ICE Ban,PHEV vans,Number,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0
E01000085,ICE Ban,PHEV vans,Number,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0
E01000086,ICE Ban,PHEV vans,Number,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0
E01000087,ICE Ban,PHEV vans,Number,0,0,0,0,0,0,0,0,1,1,2,2,3,3,2,2,2,2,2,2,2,1,1,1,1,0,0,0,0
E01000088,ICE Ban,PHEV vans,Number,0,0,0,0,0,0,0,2,1,2,2,3,3,3,3,3,3,3,3,2,2,2,1,1,1,1,0,0,0
E01000089,ICE Ban,PHEV vans,Number,0,0,0,0,0,0,0,1,1,2,2,3,3,3,3,3,3,3,2,2,2,2,1,1,1,1,0,0,0
E01000090,ICE Ban,PHEV vans,Number,0,0,0,0,0,0,0,1,1,2,3,3,4,4,3,3,3,3,3,2,2,2,1,1,1,1,0,0,0
E01000091,ICE Ban,PHEV vans,Number,0,0,0,0,0,0,0,1,1,2,3,4,4,4,4,4,4,3,3,3,2,2,2,1,1,1,2,0,0
E01000093,ICE Ban,PHEV vans,Number,0,0,0,0,0,0,0,0,1,2,2,3,3,3,3,3,3,2,2,2,2,1,1,1,1,1,0,0,0
E01000094,ICE Ban,PHEV vans,Number,0,0,0,0,0,0,0,1,1,2,3,3,4,4,4,4,4,3,3,3,2,2,2,1,1,1,2,0,0
E01000095,ICE Ban,PHEV vans,Number,0,0,0,0,0,1,1,1,3,4,5,7,8,7,7,7,7,6,6,5,3,4,3,2,2,1,1,1,1
E01000096,ICE Ban,PHEV vans,Number,0,0,0,0,0,0,0,1,1,2,3,3,4,4,4,3,3,3,3,3,2,2,2,1,1,1,1,0,0
E01000097,ICE Ban,PHEV vans,Number,0,0,0,0,0,0,1,1,2,3,3,4,5,5,5,4,4,4,4,3,3,2,2,2,1,1,1,0,0
E01000098,ICE Ban,PHEV vans,Number,0,0,0,0,0,0,0,1,1,2,3,4,4,4,4,4,4,3,3,3,2,2,2,1,1,1,2,0,0
E01000099,ICE Ban,PHEV vans,Number,0,0,0,0,1,1,1,2,4,6,8,10,11,11,11,10,10,9,8,8,7,6,5,4,3,2,1,1,1
E01000100,ICE Ban,PHEV vans,Number,0,0,0,0,0,0,0,0,1,1,2,2,3,3,3,2,2,2,2,2,2,1,1,1,1,0,0,0,0
E01000101,ICE Ban,PHEV vans,Number,0,0,0,0,0,0,0,0,1,1,2,3,3,3,3,3,3,2,2,2,2,1,1,1,1,2,0,0,0
E01000102,ICE Ban,PHEV vans,Number,0,0,0,0,0,0,0,0,1,2,2,3,3,3,3,3,3,3,2,2,2,2,1,1,1,1,0,0,0
E01000103,ICE Ban,PHEV vans,Number,0,0,0,0,0,0,0,0,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,0,0,0,0
E01000104,ICE Ban,PHEV vans,Number,0,0,0,0,0,0,0,0,1,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,0,0,0,0
E01000105,ICE Ban,PHEV vans,Number,0,0,0,0,0,0,0,0,1,1,2,2,3,2,2,2,2,2,2,2,1,1,1,1,1,0,0,0,0
E01000106,ICE Ban,PHEV vans,Number,0,0,0,0,0,0,0,0,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,0,0,0,0
E01000107,ICE Ban,PHEV vans,Number,0,0,0,0,0,0,0,1,1,2,3,3,4,4,5,3,3,3,3,2,2,2,0,1,1,1,0,0,0
E01000108,ICE Ban,PHEV vans,Number,0,0,0,0,0,0,0,1,1,2,3,4,4,4,4,4,4,3,3,3,2,2,2,1,1,1,2,0,0
