LSOA11CD,Parameter,Unit,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
E01000073,Domestic battery capacity,kW,0,0,0,0.1,0.3,1.3,2.5,3.9,5.2,6.6,8,9.5,10.7,12,13.2,13.7,15,16.1,17.6,19.1,20.6,22.3,24.1,25.9,27.7,29.7,31.3,33.3,34.9,36.3
E01000074,Domestic battery capacity,kW,0,0,0,0.2,0.4,0.8,1.4,2,2.6,3.3,3.9,4.6,5.1,5.7,6.3,6.6,7.2,7.7,8.4,9.1,9.8,10.5,11.4,12.1,13,13.9,14.6,15.5,16.3,16.9
E01000075,Domestic battery capacity,kW,0,0,0.2,0.8,1.8,2.6,3.7,4.9,6.1,7.4,8.6,9.9,10.9,12.1,13.2,14.3,15.5,16.4,17.8,19.1,20.4,21.9,23.5,25.1,26.7,28.5,29.9,31.6,33.1,34.2
E01000076,Domestic battery capacity,kW,0,0,0.1,0.4,1,1.7,2.5,3.5,4.5,5.5,6.5,7.5,8.3,9.3,10.2,10.9,11.8,12.5,13.6,14.7,15.8,16.9,18.3,19.5,20.8,22.2,23.4,24.7,25.9,26.9
E01000077,Domestic battery capacity,kW,0,0,0,0.1,0.3,0.6,1,1.5,1.9,2.4,2.9,3.3,3.7,4.2,4.6,4.8,5.2,5.6,6.1,6.6,7.1,7.7,8.3,8.8,9.5,10.1,10.6,11.3,11.8,12.3
E01000078,Domestic battery capacity,kW,0,0,0,0.2,0.4,2.1,4.3,6.7,9.1,11.6,14,16.4,18.5,20.6,22.5,23.1,24.8,26.4,28.2,30,32.2,34.5,37.4,39.9,42.7,45.6,48.1,50.8,53.2,55.1
E01000079,Domestic battery capacity,kW,0,0,0.1,0.2,0.6,3.5,7.4,11.6,15.8,20.1,24.4,28.7,32.3,36,39.2,40.3,43.3,46,49.2,52.4,56.3,60.4,65.3,69.8,74.6,79.8,84.1,88.9,93.2,96.4
E01000080,Domestic battery capacity,kW,0,0,0,0.2,0.5,2,4.1,6.4,8.6,10.9,13.2,15.5,17.4,19.4,21.1,21.7,23.4,24.8,26.5,28.2,30.3,32.5,35.1,37.5,40.1,42.9,45.2,47.8,50,51.8
E01000081,Domestic battery capacity,kW,0,0,0.1,0.3,0.7,1.5,2.6,3.8,4.9,6.2,7.4,8.6,9.6,10.6,11.5,12,12.9,13.6,14.5,15.4,16.5,17.7,19.1,20.3,21.7,23.1,24.3,25.7,26.9,27.8
E01000082,Domestic battery capacity,kW,0,0,0,0.1,0.1,2.2,5,8,11,14.1,17.2,20.2,22.8,25.4,27.8,28.4,30.5,32.5,34.8,37,39.8,42.8,46.3,49.5,53,56.7,59.8,63.2,66.2,68.5
E01000083,Domestic battery capacity,kW,0,0,0.1,0.3,0.8,2.8,5.6,8.6,11.5,14.6,17.7,20.7,23.2,25.9,28.2,29,31.2,33.1,35.4,37.6,40.4,43.3,46.8,50,53.4,57.1,60.2,63.6,66.6,68.9
E01000084,Domestic battery capacity,kW,0,0,0.1,0.3,0.7,1.8,3.3,5,6.6,8.2,9.9,11.5,12.9,14.3,15.5,16.2,17.3,18.4,19.6,20.8,22.3,23.9,25.8,27.5,29.3,31.3,33,34.8,36.4,37.7
E01000085,Domestic battery capacity,kW,0,0,0,0.2,0.4,1.2,2.3,3.5,4.7,5.9,7.1,8.3,9.3,10.3,11.3,11.6,12.5,13.3,14.2,15,16.1,17.3,18.7,20,21.3,22.8,24,25.3,26.5,27.4
E01000086,Domestic battery capacity,kW,0,0,0,0.1,0.2,1.4,3,4.8,6.5,8.3,10.1,11.8,13.3,14.8,16.2,16.6,17.9,19,20.3,21.6,23.2,24.9,27,28.8,30.8,33,34.7,36.7,38.5,39.8
E01000087,Domestic battery capacity,kW,0,0,0,0.1,0.3,2.2,4.7,7.4,10.1,12.9,15.7,18.4,20.7,23.1,25.2,25.9,27.8,29.6,31.6,33.7,36.2,38.8,42,44.9,48,51.4,54.2,57.3,60,62.1
E01000088,Domestic battery capacity,kW,0,0,0,0.1,0.3,1.3,2.6,4,5.4,6.9,8.3,9.8,11,12.2,13.3,13.7,14.7,15.7,16.7,17.8,19.1,20.5,22.2,23.7,25.3,27.1,28.5,30.1,31.5,32.6
E01000089,Domestic battery capacity,kW,0,0,0,0.2,0.5,1.9,3.7,5.8,7.8,9.8,11.9,13.9,15.7,17.4,19,19.6,21,22.3,23.9,25.4,27.3,29.2,31.6,33.8,36.1,38.6,40.6,42.9,45,46.5
E01000090,Domestic battery capacity,kW,0,0,0.1,0.4,1,3.2,6.2,9.6,12.8,16.2,19.6,22.9,25.7,28.6,31.2,32.2,34.5,36.7,39.2,41.6,44.7,47.9,51.8,55.3,59,63.1,66.5,70.2,73.5,76
E01000091,Domestic battery capacity,kW,0,0,0.1,0.5,1.3,1.6,2.1,2.6,3.1,3.6,4.1,4.7,5.1,5.6,6.1,6.8,7.3,7.7,8.3,8.8,9.4,10,10.7,11.3,12,12.8,13.4,14.1,14.7,15.2
E01000092,Domestic battery capacity,kW,0,0,0.4,1.4,3.5,4.3,5.3,6.4,7.6,8.8,9.9,11.1,12.1,13.2,14.3,16.2,17.2,18.1,19.4,20.6,21.9,23.3,24.8,26.3,27.8,29.5,30.8,32.4,33.9,35
